Employee_ID,Global_UID,Employment_Status,First_Name,Middle_Name,Last_Name,Maiden_Name,SSN_National_ID,Passport_Number,Driver_License_Number,Date_of_Birth,Place_of_Birth,Gender,Marital_Status,Nationality,Personal_Email,Work_Email,Home_Phone,Mobile_Phone,Street_Address,City,State_Province,Zip_Postal_Code,Country,Job_Title,Department,Manager_Name,Hire_Date,Annual_Salary,Bonus_Target_Percent,Direct_Deposit_Routing,Direct_Deposit_Account,Emergency_Contact,Emergency_Phone,Insurance_Policy_ID,DLP_Sensitivity_Label
EMP-10378,5f16cb88-b93d-473e-a79a-e1f11e21665c,Active,Lindsey,Reece,Carter,,ZZ 931125 T,OY5217941,O7609443,1995-06-07,Kellyland,Prefer not to say,Divorced,United States,leslie28@yahoo.com,lindsey.carter@corp-internal.com,763.237.4891x797,0161 4960933,"Flat 3
Barry Vista",Beardfort,NM,11723,USA,"Accountant, chartered public finance",Sales,Brandy Bernard,2020-12-09,"$117,492",18%,090270015,MFMT61402920189788,Christine Woods,+44(0)1414960744,GRP-112603,CONFIDENTIAL - INTERNAL USE ONLY
EMP-10379,c3eb1ad6-b0b0-41f5-99a3-261547cffab9,Terminated,Jacqueline,Megan,Taylor,,777-61-8225,AU3582692,M4993767,1964-07-21,East Hollyfort,Prefer not to say,Married,United States,beth57@hotmail.com,jacqueline.taylor@corp-internal.com,+1-787-742-5504,+1-664-383-9906x814,"Studio 2
Peters Island",Atkinsonton,ME,42583,USA,Commissioning editor,Finance,Brenda Dunn,2019-08-01,"$62,424",20%,071967059,JIJM55552362091154,Luis Hawkins,873.659.8339x0260,GRP-759697,CONFIDENTIAL - INTERNAL USE ONLY
EMP-10380,a6ec3775-3d42-4e21-b737-506ff5f4faa3,Active,Matthew,Helen,Barnes,,158-78-3158,ZD3560107,O8540960,1991-07-02,South Michaelburgh,Female,Widowed,United States,ameliascott@hotmail.com,matthew.barnes@corp-internal.com,001-404-568-6783x4873,(0306) 999 0671,2732 Fritz Brooks,East Angelaton,OR,96043,USA,Health and safety inspector,Engineering,Tara Farrell,2019-07-16,"$105,350",10%,117738061,OARD25172588549162,Clive Allen,(0161) 4960919,GRP-939033,CONFIDENTIAL - INTERNAL USE ONLY
EMP-10381,5118cbf2-3784-4286-90ea-48a45d173d6f,Terminated,Nigel,Larry,Castro,,ZZ199453T,XK8454198,F0429045,1979-07-18,Theresahaven,Female,Single,United States,trobinson@yahoo.com,nigel.castro@corp-internal.com,(700)490-3298,+1-603-958-3039x12686,85763 Lopez Glens,Harrisonland,NE,93620,USA,"Copywriter, advertising",Finance,Juan Delacruz,2025-04-21,"$138,199",17%,012046829,GNHY66153281419762,Maria Finch,(0115) 4960485,GRP-509274,CONFIDENTIAL - INTERNAL USE ONLY
EMP-10382,64bfd56d-1a8e-42d4-b9be-2336e56bb99d,Terminated,Robert,Joel,Avila,,ZZ 60 91 55 T,TA9083381,X3322196,1964-08-11,South Abbiefurt,Prefer not to say,Widowed,United States,evansvanessa@yahoo.com,robert.avila@corp-internal.com,+1-677-515-5728x063,9175410456,001 Singleton Ville Apt. 607,South Beverly,DE,27267,USA,Archaeologist,HR,Mary Johnson,2016-11-13,"$78,068",19%,083668838,ZVJR57138807501399,Donna Russell,01154960233,GRP-581849,CONFIDENTIAL - INTERNAL USE ONLY
EMP-10383,92d73393-b2d0-4a4d-a17c-0f101ae8fe8f,Terminated,Angelica,Keith,Myers,,ZZ 474100 T,HO0779441,R7599300,1984-03-17,Ellisonton,Female,Widowed,United States,jessicaellis@yahoo.com,angelica.myers@corp-internal.com,+44(0)909 879 0678,815.540.5316,01053 Ricky Green Suite 502,Curtistown,LA,11786,USA,"Geologist, engineering",Legal,Jay Taylor-Duffy,2021-01-28,"$141,242",5%,046527835,LZDS06592329980659,Mr Charlie Walters,(0151)4960263,GRP-358478,CONFIDENTIAL - INTERNAL USE ONLY
EMP-10384,eed05e5f-e4da-44c5-9be0-59a5bad0a25f,Active,Scott,Gavin,Campbell,,225-59-4901,VP7500054,D9829685,1994-04-11,South James,Female,Divorced,United States,ann90@gmail.com,scott.campbell@corp-internal.com,0118 4960999,001-331-220-9821x214,67349 Ian Ridges,Melissahaven,RI,60648,USA,Estate agent,Finance,Stephanie Chavez,2018-10-23,"$174,688",10%,079404530,NROX56125102317443,Mario Cruz,020 74960722,GRP-646697,CONFIDENTIAL - INTERNAL USE ONLY
EMP-10385,6f74bc22-5061-4306-a67f-367ae7128509,Active,Denise,Joseph,Newman,,ZZ 34 36 04 T,OP0660842,K4504427,1975-10-01,Lake Danny,Non-Binary,Married,United States,karen32@hotmail.com,denise.newman@corp-internal.com,(020)74960476,515-706-4426,276 Kathryn Isle,Jayneton,AR,28870,USA,"Engineer, drilling",Legal,Georgia White,2019-10-13,"$119,837",8%,099750345,ITFW24952691396216,Susan Willis,0131 4960927,GRP-931874,CONFIDENTIAL - INTERNAL USE ONLY
EMP-10386,7f78f4fd-9868-4226-b4be-ea579eea5c46,Active,Brenda,Jennifer,Brennan,,ZZ 344493 T,XH3227140,R3933609,1966-03-10,East Sherri,Male,Widowed,United States,joseph19@hotmail.com,brenda.brennan@corp-internal.com,01314960419,+44(0)118 4960536,0921 Clarence Turnpike,Harrisshire,VA,29536,USA,Lawyer,Legal,Lauren Garcia,2022-10-22,"$133,731",20%,062023384,MNIE43623965050912,Jessica Parker,(554)417-2908x218,GRP-284814,CONFIDENTIAL - INTERNAL USE ONLY
EMP-10387,144d9e7c-39df-4c4d-9739-2b42cbd46d45,Active,Paula,Alexander,Cruz,,ZZ 604971 T,WG3424650,L4189322,1999-07-12,Lake Tracytown,Female,Widowed,United Kingdom,daisywu@yahoo.com,paula.cruz@corp-internal.com,(0117) 496 0008,+44909 879 0001,703 Alison Way Suite 081,West Bethanyland,PA,02692,USA,"Radiographer, diagnostic",Engineering,Charlie Chapman,2017-02-25,"$47,262",12%,051881825,EUWS69968328599033,Luke Collins,+441914960477,GRP-921027,CONFIDENTIAL - INTERNAL USE ONLY
EMP-10388,4bed2ca9-ef03-4d21-a31c-beb1f536fd6f,On Leave,Stephen,Lisa,Walker,,ZZ 883898 T,LT7648010,S2483609,2000-02-21,Oliverstad,Male,Married,United Kingdom,johnsonamanda@gmail.com,stephen.walker@corp-internal.com,(0909) 8790551,0131 496 0420,34 Walker Cliffs,New Stacey,NJ,65976,USA,Hospital pharmacist,Finance,Shannon Patel,2022-03-29,"$128,602",6%,099314383,XSFX75441133291895,Lucas Bennett,(531)205-7000x6850,GRP-970909,CONFIDENTIAL - INTERNAL USE ONLY
EMP-10389,01c31d68-e4ec-4a0c-b126-8b9cf2dd1f08,Active,Jessica,Frank,Smith,,863-20-0491,XC2156848,H9740764,1983-11-21,South Jeremyhaven,Female,Widowed,United Kingdom,katherine71@gmail.com,jessica.smith@corp-internal.com,+44(0)20 74960745,001-939-906-7775x86831,859 Sarah Lodge,New William,TX,74917,USA,Retail banker,Engineering,Amy Meyer,2020-05-17,"$117,986",5%,070833139,VTKM51945448456461,Neil Coles,+44(0)161 4960428,GRP-920108,CONFIDENTIAL - INTERNAL USE ONLY
EMP-10390,9f38436f-2a8e-4e07-b38d-8e6c497cab48,On Leave,Terry,Kate,Cook,,429-61-7254,OM1121768,V1484495,1983-03-28,Port Hazel,Non-Binary,Divorced,United States,joshua99@yahoo.com,terry.cook@corp-internal.com,553.273.8843,001-894-772-2408x71145,"Studio 98X
Fiona Valley",Leanneton,WI,91589,USA,"Accountant, chartered management",Engineering,Stephanie Little,2018-11-17,"$136,813",12%,092128123,RRSF73886598802417,Richard Johnson,(767)897-8600x08921,GRP-892599,CONFIDENTIAL - INTERNAL USE ONLY
EMP-10391,478d5863-69cc-4c89-a3fd-3137aeed3692,On Leave,Lindsey,Kristen,Porter,,ZZ 29 98 80 T,KB5412575,A8137540,1983-01-16,Lake Paul,Non-Binary,Single,United States,zhowells@hotmail.co.uk,lindsey.porter@corp-internal.com,(0116)4960416,586-709-3107x8970,"Flat 2
Guy Lake",Lake Derekhaven,PA,65828,USA,"Lighting technician, broadcasting/film/video",Legal,Brandon Wilson,2025-08-21,"$55,729",6%,045332513,KSMV26519185782474,Lauren Monroe,0306 9990017,GRP-830458,CONFIDENTIAL - INTERNAL USE ONLY
EMP-10392,681ab6e4-7880-403c-bb3b-c2900d318200,On Leave,Donald,Christopher,Reynolds,,ZZ 39 42 96 T,HW7519621,J1711952,1989-03-12,Port Brett,Non-Binary,Single,United States,charlesfarrell@hotmail.com,donald.reynolds@corp-internal.com,(516)950-8459x0000,(986)450-2447x121,1569 Perez Point Suite 418,West Dwayne,AZ,04887,USA,Barrister,HR,Hollie Phillips,2023-11-29,"$140,778",20%,090320800,WJPC16570036249586,Allison Davis,(0808) 157 0977,GRP-525364,CONFIDENTIAL - INTERNAL USE ONLY
EMP-10393,8bf658d8-5415-4792-9e8a-480d03986420,On Leave,Victor,Shaun,Edwards,Campbell,842-31-5758,UW5448029,Q3260366,1969-10-01,Danielsside,Female,Married,United States,johnseric@hotmail.com,victor.edwards@corp-internal.com,+1-271-544-7231x6404,+44808 1570748,4225 Castillo Expressway,Daughertyfurt,AL,43437,USA,Medical secretary,Legal,Brian Mckee,2018-07-05,"$133,266",11%,124072079,YLLR50471867125264,Jayne Lee,+1-785-987-4145x4939,GRP-854355,CONFIDENTIAL - INTERNAL USE ONLY
EMP-10394,5f9f84e4-7919-4738-bcf3-38d109ec8ceb,On Leave,Mary,Ruth,Davies,,471-52-2194,BG9806730,K3514068,1970-08-09,Nicolaville,Prefer not to say,Divorced,United States,staylor@gmail.com,mary.davies@corp-internal.com,0117 4960140,+441154960022,6 Bernard Branch,Bernardburgh,TN,54835,USA,Occupational hygienist,Legal,Mrs Deborah Brown,2025-08-29,"$85,742",16%,086070449,XWAB80159189144923,Michelle Rogers,(637)227-2973,GRP-356385,CONFIDENTIAL - INTERNAL USE ONLY
EMP-10395,9d7cdb64-5e43-4077-afc0-25e0cc15a7d4,Active,Victor,Amy,Gray,,ZZ 41 91 29 T,FW3718915,D2450947,1989-08-15,Port Josephside,Non-Binary,Widowed,United States,conorkelly@yahoo.com,victor.gray@corp-internal.com,0131 4960493,892.389.8417x67585,85 Jack Lock,Zoemouth,RI,38711,USA,Communications engineer,Finance,Terry Wright,2021-05-14,"$162,147",15%,106747953,FRHG69263866015422,Tyler Werner,+441632 960 546,GRP-603193,CONFIDENTIAL - INTERNAL USE ONLY
EMP-10396,5d5e5f7f-0bdc-46f8-acc6-b5c8ec3f7d6a,On Leave,Judith,Martyn,Clark,,643-64-2870,FD2275400,O7320082,1987-01-28,South Jason,Prefer not to say,Single,United States,ybolton@yahoo.co.uk,judith.clark@corp-internal.com,020 7946 0619,324-603-5582,2 Barker Parkway,Joshuaside,SD,99588,USA,"Civil engineer, contracting",Finance,Bryan Duffy,2023-07-19,"$47,472",19%,039032065,AYZF16707872669085,Stephanie Chaney,+44(0)1134960711,GRP-809083,CONFIDENTIAL - INTERNAL USE ONLY
EMP-10397,77a8d23f-ac5f-4f3f-9b7a-f4bd89f175c4,On Leave,Declan,Matthew,Higgins,,851-11-1398,NI2288493,S0496422,1969-01-02,North Stephenton,Prefer not to say,Single,United States,vwebb@hotmail.com,declan.higgins@corp-internal.com,+441614960132,+44121 496 0997,84 Wyatt Harbors,Lisamouth,ND,51203,USA,Retail merchandiser,HR,Devon Joseph,2022-10-06,"$133,257",10%,085708110,PBIO89636143773298,Victor Sharpe,+44808 157 0852,GRP-443802,CONFIDENTIAL - INTERNAL USE ONLY
EMP-10398,9d09cefc-1b6e-4fe3-8006-5116ac472f25,On Leave,Rickey,Abdul,Dean,,ZZ 17 18 27 T,YD0017653,K4677989,1963-11-26,Lewisview,Non-Binary,Married,United States,jasonmorse@hotmail.com,rickey.dean@corp-internal.com,998.385.6844x776,663-634-8665,944 Kristin Groves Suite 110,South Joanna,CA,65274,USA,Trade mark attorney,HR,James Reed,2021-04-17,"$101,781",6%,109249908,HBUI17785906618727,Lee Nicholson,+441632 960 198,GRP-570308,CONFIDENTIAL - INTERNAL USE ONLY
EMP-10399,26a556d4-997a-4e9f-8553-a3059a5a9534,Active,Elizabeth,Ashley,Cooper,,869-19-2243,JJ5750669,K8239479,1983-05-07,West Yvonneport,Male,Divorced,United States,rogersjason@yahoo.com,elizabeth.cooper@corp-internal.com,+441214960346,(0116)4960148,"Flat 7
Morris Trace",Rodriguezshire,TX,86728,USA,Human resources officer,Sales,Ms Cheryl Kirk,2019-06-01,"$141,082",5%,024799258,HCUZ58282538813147,Mallory Phillips,(0121) 4960784,GRP-455208,CONFIDENTIAL - INTERNAL USE ONLY
EMP-10400,b1167cd5-3d5a-4fdf-8ce5-c58d3d95ade3,On Leave,Ryan,Michelle,Torres,,346-59-7409,OA5909804,R5125035,1968-05-24,South Sean,Female,Single,United Kingdom,gbond@hotmail.com,ryan.torres@corp-internal.com,+44306 9990021,274.435.6016x5640,"Flat 61t
Howe Fort",Lake Stevenside,ID,82129,USA,"Lecturer, further education",Legal,Dr Darren Davis,2019-01-15,"$71,846",18%,050589584,QEWW29144034397431,Jay Owen-Conway,705-604-1153x9534,GRP-162357,CONFIDENTIAL - INTERNAL USE ONLY
EMP-10401,13fd21a5-f966-44f9-8302-e2454138eb19,Active,Laura,Donna,Arnold,,ZZ 89 71 23 T,LW3050503,B1971761,1986-12-25,Martinezland,Female,Single,United States,tammydavis@gmail.com,laura.arnold@corp-internal.com,0117 4960000,(977)240-1549x765,429 Robinson Vista Suite 602,North Christineberg,WV,65807,USA,"Solicitor, Scotland",Legal,Daniel Donovan,2018-07-03,"$105,416",17%,128813535,DJDG67814802308495,Dr Carolyn Fletcher,0808 157 0432,GRP-436197,CONFIDENTIAL - INTERNAL USE ONLY
EMP-10402,9b38f43c-5bb7-4f9b-987b-4c5f54d72261,Active,Natasha,Victoria,Shaw,,ZZ 172116 T,OZ2301179,K1834663,1995-03-20,North Patrickstad,Female,Widowed,United States,sierra69@hotmail.com,natasha.shaw@corp-internal.com,+1-873-917-6610x875,888.442.0653x082,16078 Roberts Springs Apt. 684,Stephensonview,AZ,47176,USA,Aeronautical engineer,Sales,Heather Downs,2021-11-17,"$161,673",6%,047696710,PTKX81961768549510,Bonnie Jones,(0121)4960377,GRP-681693,CONFIDENTIAL - INTERNAL USE ONLY
EMP-10403,0d664d98-b406-4037-841a-0561966aaa7e,Active,Lucy,Geoffrey,Weber,,ZZ624848T,TQ1254014,B2362884,1976-06-12,Port Wendyville,Male,Single,United States,morrismatthew@hotmail.com,lucy.weber@corp-internal.com,+441174960133,955-453-2525x581,7 Kelly Falls,Rhysburgh,FL,67427,USA,Health and safety adviser,Legal,Ana Terry,2016-12-06,"$73,430",11%,079499105,AWHU57057388489394,Janet Bailey,001-202-534-0605,GRP-423982,CONFIDENTIAL - INTERNAL USE ONLY
EMP-10404,6520711d-16e1-4e7e-9085-42e5284eafef,Active,Laura,Leon,Phillips,,842-99-7214,XI3820385,P4234640,1982-01-15,Justinview,Male,Widowed,United States,cervantesandrew@gmail.com,laura.phillips@corp-internal.com,01214960739,(950)965-1257x52862,11945 Gross Skyway Apt. 934,Webbchester,KY,51481,USA,"Engineer, communications",Legal,Richard Dixon,2023-12-25,"$64,571",6%,033980702,OCLK02695188760529,Joshua Carr,001-853-984-9422x68727,GRP-311762,CONFIDENTIAL - INTERNAL USE ONLY
EMP-10405,d50be612-0e9e-4794-a24e-69dec714b6dd,Active,Kelly,Pamela,White,,ZZ 77 30 99 T,HC5712950,I0113050,1973-01-20,Lake Samuel,Female,Widowed,United States,stacy97@gmail.com,kelly.white@corp-internal.com,439.922.3839x14610,+44(0)141 4960065,820 Summers Mews Suite 377,New Janetton,WV,52533,USA,Cytogeneticist,Legal,Miss Diane Moss,2021-12-25,"$47,648",15%,042476333,FKLO62165532856712,Janet Walsh-Page,245.445.3508x005,GRP-918183,CONFIDENTIAL - INTERNAL USE ONLY
EMP-10406,27205723-8782-4193-8e99-36aa9013c118,Terminated,Denise,Kenneth,Stewart,,118-52-1508,CK0612042,G4509896,1998-07-29,New Tonyaborough,Non-Binary,Widowed,United States,bergerelizabeth@gmail.com,denise.stewart@corp-internal.com,+44(0)808 1570756,(0118) 496 0255,3160 Andrew River Suite 825,Lake Eileen,MN,71299,USA,Commercial horticulturist,Finance,Damien Fry,2023-04-19,"$167,427",14%,060685287,OLCL40539987782064,Paul Levy,374-977-7321,GRP-139418,CONFIDENTIAL - INTERNAL USE ONLY
EMP-10407,fcd244cc-5f77-4d29-a6ee-d87219dee6aa,On Leave,Owen,Abigail,Ashton,,455-86-6801,YQ1682225,Q3695981,1968-08-02,East Kyle,Non-Binary,Single,United States,sheastacy@gmail.com,owen.ashton@corp-internal.com,0115 496 0288,+44141 4960783,20238 Lindsay Island,Patrickville,SC,97647,USA,Chartered public finance accountant,Finance,Sherry Lane,2019-04-21,"$63,883",11%,092758519,OHKH64252139933885,Shannon Khan,001-439-777-5234,GRP-245494,CONFIDENTIAL - INTERNAL USE ONLY
EMP-10408,69b288f6-7379-4c16-a7c2-1604ff0b3150,Active,Patricia,Randall,Johnson,Fuentes,234-23-5910,ZX5644158,C3358601,1988-07-05,Maryview,Female,Married,United States,mitchellodonnell@yahoo.co.uk,patricia.johnson@corp-internal.com,855.644.6386,5684513661,5 Carole Rapids,Port Wayne,GA,44252,USA,Location manager,Sales,Rebecca Whitehead,2016-04-02,"$57,357",18%,022874515,WLWN45277796017485,Robert Hopkins,406-312-5768,GRP-969103,CONFIDENTIAL - INTERNAL USE ONLY
EMP-10409,d7ba6c62-ca8c-41ce-ad12-d51f966b5303,Active,Beverley,Michelle,Johnson,,642-98-4600,MG4797214,H1820787,1970-06-17,Phillipschester,Prefer not to say,Widowed,United States,mooregabriel@gmail.com,beverley.johnson@corp-internal.com,(307)748-4573x432,622-968-1026x293,"Flat 52
Williamson Common",West Julianside,WV,77422,USA,Hospital pharmacist,Engineering,Michelle Harmon,2022-06-01,"$60,740",11%,087870321,CUBI67190508753350,Anna Morton,(0118) 496 0416,GRP-178143,CONFIDENTIAL - INTERNAL USE ONLY
EMP-10410,9f0b945b-1aaa-46a3-af6d-c9888bcc1f58,On Leave,Marie,Frances,King,Mendez,884-07-1962,QQ4152675,X3937846,1965-11-18,Angelicashire,Female,Married,United Kingdom,gholloway@gmail.com,marie.king@corp-internal.com,0115 496 0745,6103240361,2 Marion Plaza,Ellismouth,AR,92641,USA,Theatre director,Engineering,Terry Harrison,2016-02-25,"$124,235",13%,092777231,BHMF66128905649220,Hazel Tomlinson-Preston,964-610-0631,GRP-427670,CONFIDENTIAL - INTERNAL USE ONLY
EMP-10411,9b8b7558-6b96-47c2-9e68-9163c9f9ca14,On Leave,Elaine,Aaron,Dennis,,445-25-6797,HY5714372,P0673252,2003-07-07,Port Biancamouth,Prefer not to say,Widowed,United Kingdom,benjaminskinner@yahoo.co.uk,elaine.dennis@corp-internal.com,(407)238-9942x6683,(0113)4960589,71429 Kevin Glen,Lake Richard,NV,85634,USA,"Accountant, chartered",Engineering,Douglas Scott,2023-04-19,"$117,956",5%,062471392,TART11325063751501,Alexander Holt,0118 4960298,GRP-433205,CONFIDENTIAL - INTERNAL USE ONLY
EMP-10412,8cbb3258-57cf-4648-9219-3fc9236fc10d,Active,Shane,Natasha,Smith,,639-64-9990,SM6231228,I4337708,1965-09-23,West Louisburgh,Non-Binary,Widowed,United States,lisa40@hotmail.com,shane.smith@corp-internal.com,001-557-909-0393x207,917-647-9900x908,645 Thomas Manor,Annettetown,NH,52917,USA,Fitness centre manager,Legal,Douglas Fowler,2023-07-08,"$71,415",12%,019609803,XMWE63140233721668,Miss Carly West,711-310-6925x72368,GRP-369969,CONFIDENTIAL - INTERNAL USE ONLY
EMP-10413,1063fa5a-61e2-405e-ae3b-d728835772e5,Terminated,Anthony,Amanda,Bryan,,253-39-9583,CR3797674,W4598729,1960-10-25,Marychester,Non-Binary,Single,United States,vschofield@yahoo.com,anthony.bryan@corp-internal.com,01632 960 384,(020) 74960872,642 Carpenter Fork,New Melissamouth,NY,30509,USA,International aid/development worker,Legal,Nicole Wells,2021-11-17,"$65,007",20%,010669169,QTBE79021420452259,Angela Pugh,+44(0)28 9018 0538,GRP-144160,CONFIDENTIAL - INTERNAL USE ONLY
EMP-10414,5bae5228-c618-4890-b91c-bb3144269bfb,Active,Amy,Laura,Barber,,241-67-2497,VT5397332,S2163473,1975-06-09,Lake Carolinefort,Male,Single,United States,ukelly@gmail.com,amy.barber@corp-internal.com,+1-564-774-2309,029 2018 0964,980 Nancy Parks,Port Donaldland,GA,29234,USA,"Designer, graphic",Sales,Virginia Jackson,2020-07-19,"$100,354",9%,109415541,IUHU23107176743108,Jackie Porter,+1-664-908-7171x5482,GRP-571985,CONFIDENTIAL - INTERNAL USE ONLY
EMP-10415,faab1ab8-1881-46ea-9d3b-8d64d2f13d81,Active,Kim,Helen,Mitchell,,566-33-5715,JN1434761,K1523979,1986-02-11,Christophertown,Male,Divorced,United States,samuel91@gmail.com,kim.mitchell@corp-internal.com,402.336.6076x76263,001-316-266-2289,944 Christopher Trail,Lake Allan,RI,12699,USA,Museum education officer,Legal,Shaun Williams,2025-01-15,"$109,126",11%,120197327,NIVR39837736839786,Anthony Mills,0115 4960929,GRP-398143,CONFIDENTIAL - INTERNAL USE ONLY
EMP-10416,196d245a-14d0-4692-a10a-e436f24f9636,Active,Holly,Laura,Bartlett,Morris,781-46-7063,PJ2979490,J5403431,1978-08-07,North Andrea,Female,Married,United States,carl57@hotmail.com,holly.bartlett@corp-internal.com,(607)706-4464,(0161) 4960071,"Studio 35d
Nathan Center",New Michaelville,OH,53171,USA,Travel agency manager,Engineering,Charlie Wallis,2016-04-22,"$57,523",8%,049712786,LGIN53134852313402,Sian Andrews,01914960117,GRP-215040,CONFIDENTIAL - INTERNAL USE ONLY
EMP-10417,3c01751a-891f-45a2-bb4d-0841dc388fc8,On Leave,Joy,Jill,Knight,,389-89-5918,TQ6666474,Y4453088,1997-05-25,Port Gerald,Male,Widowed,United States,chloespencer@hotmail.co.uk,joy.knight@corp-internal.com,(0121)4960796,(988)602-8727,1672 Smith Garden,Lake Jenniferside,AS,98395,USA,Research scientist (life sciences),Finance,Helen Thomas,2017-11-11,"$120,828",16%,091357513,TEYI45885180992498,Phyllis Cervantes,924-802-8334,GRP-396531,CONFIDENTIAL - INTERNAL USE ONLY
EMP-10418,8a51a184-983e-465a-897f-26dfbb56fda7,Terminated,Renee,Linda,Norris,,475-46-5526,BM6336536,C0906704,1972-07-30,Barkerside,Prefer not to say,Single,United States,bgomez@gmail.com,renee.norris@corp-internal.com,001-601-308-9469,840.328.0261,"Studio 9
Shane Stream",Turnerville,IN,74430,USA,Paediatric nurse,HR,Kyle Graham,2022-05-24,"$160,625",10%,112206530,YNUL11965598074942,Kristi Cole,+441614960283,GRP-608381,CONFIDENTIAL - INTERNAL USE ONLY
EMP-10419,93187821-842d-4c8c-8927-9f62bfcd63ea,Active,Luke,Clayton,Abbott,,ZZ531455T,UX5993914,Q6581466,1969-05-12,New Paulatown,Male,Widowed,United States,bcrawford@yahoo.co.uk,luke.abbott@corp-internal.com,(0909) 879 0956,(029) 2018 0962,834 Smith Plains,Kennethville,ME,98603,USA,"Programmer, multimedia",Engineering,Kelly Sanchez,2022-01-15,"$122,360",17%,115859308,BOYP37356385194959,Victoria Evans-Long,+441414960660,GRP-621669,CONFIDENTIAL - INTERNAL USE ONLY
EMP-10420,2b058b5c-650a-4b9f-8db4-cc3202b736d0,Terminated,Todd,Kristy,Brown,,344-70-1277,FF2241494,A3818534,1994-03-06,North Alisonfurt,Prefer not to say,Married,United States,steven10@yahoo.com,todd.brown@corp-internal.com,+44161 4960254,(0161) 4960196,8 Hanson Manors,East Rachaelport,KY,55917,USA,Chief Technology Officer,Finance,Amy Harrington,2023-07-19,"$89,339",16%,075641850,SZSP82982278708038,Megan Murphy,0161 496 0320,GRP-147818,CONFIDENTIAL - INTERNAL USE ONLY
EMP-10421,5dd38c90-82ae-4a7f-bb2e-31d25180ae0a,Terminated,Timothy,Kathryn,Torres,,536-52-7162,EZ9846324,D6064966,1985-10-30,Lake Katherineville,Prefer not to say,Married,United Kingdom,seancraig@gmail.com,timothy.torres@corp-internal.com,(0115) 4960404,001-513-655-9547,235 Davis Plains,West Lauramouth,AK,29170,USA,Further education lecturer,Finance,Mr Martin Martin,2017-05-05,"$140,836",10%,061251542,QKVP68238095491521,Joshua Jones,0114 4960427,GRP-160465,CONFIDENTIAL - INTERNAL USE ONLY
EMP-10422,a78465cf-459d-4d08-9e9e-d552c924104e,On Leave,Julie,Veronica,Franklin,,ZZ276701T,TF3236964,P8360250,1986-08-02,North Reece,Male,Single,United States,rachaeledwards@outlook.com,julie.franklin@corp-internal.com,(0118)4960383,+441914960243,169 Adams Islands Apt. 070,West Dominicburgh,DC,43303,USA,Financial trader,Sales,Christopher Ramos,2019-08-23,"$107,790",11%,050928514,RVWG47544840503244,Miss Ruth Rees,801-202-1851,GRP-388981,CONFIDENTIAL - INTERNAL USE ONLY
EMP-10423,a6e6d98d-93d7-4015-8f51-f5a1b914f708,Terminated,Abdul,Teresa,Edwards,,897-11-3682,CY2626581,X4452897,1981-07-29,Port Jacobmouth,Female,Divorced,United Kingdom,grodriguez@hotmail.com,abdul.edwards@corp-internal.com,(0114) 4960724,+44141 496 0774,8 Campbell Drive,North John,DE,34487,USA,"Sound technician, broadcasting/film/video",Engineering,Greg Holmes,2016-04-17,"$173,518",19%,120259841,SJNK57067019383406,Ms Sharon John,(246)459-6908,GRP-233606,CONFIDENTIAL - INTERNAL USE ONLY
EMP-10424,97425f6e-ad71-4bbd-a40b-449cd15b9aa6,On Leave,Donna,Kelly,King,,499-61-6360,XJ5495424,N8410781,1967-01-24,North Danny,Prefer not to say,Single,United Kingdom,joshuavalenzuela@gmail.com,donna.king@corp-internal.com,0161 496 0730,602-937-2151x453,53 Ashley Locks,East Scotttown,TX,92370,USA,IT sales professional,Finance,Mr Steven Reed,2020-10-17,"$165,007",16%,051676852,ILEA26374048491558,Laura Parry,(945)209-1938x192,GRP-985637,CONFIDENTIAL - INTERNAL USE ONLY
